Acc_sugg,ROC_sugg,pr_sugg,recall_sugg,f1_sugg,gmean_sugg,f3_sugg
0.709090909090909,0.70718157181571806,0.67519760598836343,0.73658536585365852,0.72441989268702012,0.70393125385541477,0.73367692917111094
0.6961038961038961,0.6926151761517616,0.66578177387053838,0.74634146341463414,0.71962230788640169,0.6762748607259248,0.73926896345456994
0.6987012987012987,0.69573170731707312,0.66914514847706796,0.74146341463414633,0.72229403475017517,0.68886773701602455,0.73687004124917366
0.7350649350649351,0.73428184281842823,0.70432179313550614,0.74634146341463414,0.74856004037632806,0.72443784580502668,0.74546815910637831
0.6909090909090909,0.69349593495934969,0.66753494953912151,0.65365853658536588,0.68629872629452926,0.6867871274729237,0.65923784779747574
0.6857142857142857,0.68963414634146347,0.66574558737588263,0.62926829268292694,0.67828458461369856,0.68382353862924905,0.63810716543081336
0.6935064935064934,0.70067750677506768,0.68011413306948321,0.59024390243902447,0.67047184170471841,0.69024441255983482,0.60450766453547145
0.6207792207792208,0.62391598915989166,0.61435001028069069,0.57560975609756104,0.61709156061107018,0.61799270147683172,0.58304521482288862
0.6545454545454545,0.66104336043360434,0.64295746906155804,0.56097560975609762,0.62824956744846816,0.64867972822642117,0.57274906212758403
0.6207792207792208,0.62594850948509484,0.61773224240880664,0.54634146341463419,0.59634491095758713,0.61517831378273602,0.55521170893577565
0.6467532467532467,0.65000000000000002,0.63483226109466639,0.60000000000000009,0.64045883940620796,0.63988590562341796,0.6066652920642569
0.6597402597402597,0.66592140921409215,0.64756595007660256,0.57073170731707323,0.63358666195357616,0.65312662203906435,0.58164886712131891
0.6623376623376623,0.6670054200542006,0.64924785146533281,0.59512195121951217,0.64868912424791569,0.65904471773027862,0.60464222522965616
0.6337662337662338,0.64085365853658538,0.62590578471150382,0.53170731707317076,0.60318257134177533,0.62750638611781506,0.54416658519276262
